Fund ID,Department ID,Program ID,Account ID,Fund Name,Department,Description,2013 Actual,2014 Actual,2015 Actual
1001,46206,601,520523,General Fund,DCS ‐ Neighborhood Services,Medicare Expense,‐,‐,"-1,892"
1001,46206,101,520527,General Fund,DCS ‐ Neighborhood Services,IMRF Contributions,"-33,429","-51,691","-40,288"
1001,46206,601,520527,General Fund,DCS ‐ Neighborhood Services,IMRF Contributions,‐,‐,"-25,453"
1001,46206,101,520999,General Fund,DCS ‐ Neighborhood Services,Grant Admin. ‐ Benefits,"42,594","49,236","40,852"
1001,46206,101,530642,General Fund,DCS ‐ Neighborhood Services,Background Check,‐,"-4,380",‐
1001,46206,101,530650,General Fund,DCS ‐ Neighborhood Services,Conferences Training,-175,-144,-978
1001,46206,601,530650,General Fund,DCS ‐ Neighborhood Services,Conferences Training,‐,‐,"-1,575"
1001,46206,101,530667,General Fund,DCS ‐ Neighborhood Services,External Support,"-20,714","-5,036","-3,190"
1001,46206,101,540660,General Fund,DCS ‐ Neighborhood Services,Emergency Services (bps),‐,-53,‐
1001,46206,601,540660,General Fund,DCS ‐ Neighborhood Services,Emergency Services (bps),‐,"-1,010","-7,720"
1001,46206,101,550601,General Fund,DCS ‐ Neighborhood Services,Printing,-404,-391,‐
1001,46206,601,550601,General Fund,DCS ‐ Neighborhood Services,Printing,‐,‐,-133
1001,46206,101,550602,General Fund,DCS ‐ Neighborhood Services,Membership Dues,-94,-167,-285
1001,46206,101,550603,General Fund,DCS ‐ Neighborhood Services,Postage,"-1,741","-2,023","-1,737"
1001,46206,101,550606,General Fund,DCS ‐ Neighborhood Services,Books and Subscriptions,‐,‐,‐
1001,46206,101,550652,General Fund,DCS ‐ Neighborhood Services,Legal Postings and Doc. Fees,‐,‐,‐
1001,46206,101,560620,General Fund,DCS ‐ Neighborhood Services,Office Supplies,-530,‐,-485
1001,46206,201,560620,General Fund,DCS ‐ Neighborhood Services,Office Supplies,‐,‐,-194
1001,46206,601,560620,General Fund,DCS ‐ Neighborhood Services,Office Supplies,‐,‐,-256
1001,46206,101,560625,General Fund,DCS ‐ Neighborhood Services,Clothing,‐,‐,-364
1001,46206,101,560631,General Fund,DCS ‐ Neighborhood Services,Operational Supplies,‐,‐,-270
1001,46206,601,560631,General Fund,DCS ‐ Neighborhood Services,Operational Supplies,‐,‐,-442
1001,46206,101,560670,General Fund,DCS ‐ Neighborhood Services,Equipment Rental,-910,-579,‐
1001,46206,101,570711,General Fund,DCS ‐ Neighborhood Services,Software,‐,‐,‐
1001,46206,300,585612,General Fund,DCS ‐ Neighborhood Services,Housing Rehab Property Grants,"-93,007",-153,"-4,285"
1001,46206,357,585612,General Fund,DCS ‐ Neighborhood Services,Housing Rehab Property Grants,‐,"-21,989",‐
1001,46206,357,585616,General Fund,DCS ‐ Neighborhood Services,Relocation Expenses,‐,‐,‐
1001,46206,101,585651,General Fund,DCS ‐ Neighborhood Services,Retail Rehab Grant Programs,‐,‐,"-1,000"
1001,46206,230,585652,General Fund,DCS ‐ Neighborhood Services,Operating Subsidies,"-12,500","-30,000",‐
1001,46206,240,585652,General Fund,DCS ‐ Neighborhood Services,Operating Subsidies,"-425,000","-354,167","-492,708"
1001,46206,280,585652,General Fund,DCS ‐ Neighborhood Services,Operating Subsidies,"-25,000","-35,000","-17,500"
1001,46206,420,585652,General Fund,DCS ‐ Neighborhood Services,Operating Subsidies,‐,"-53,125",‐
1001,46206,300,585653,General Fund,DCS ‐ Neighborhood Services,Rental Reimbursements,‐,‐,‐
1001,46206,353,585653,General Fund,DCS ‐ Neighborhood Services,Rental Reimbursements,"-11,968",‐,‐
1001,46250,101,510501,General Fund,DCS ‐ Permit Processing,Regular Salaries,"-211,223","-182,042","-270,971"
1001,46250,601,510501,General Fund,DCS ‐ Permit Processing,Regular Salaries,"-624,755","-618,175","-116,481"
1001,46250,602,510501,General Fund,DCS ‐ Permit Processing,Regular Salaries,"-190,998","-133,702","-40,398"
1001,46250,101,510503,General Fund,DCS ‐ Permit Processing,Overtime,-282,"-3,181","-5,199"
1001,46250,601,510503,General Fund,DCS ‐ Permit Processing,Overtime,"-5,026","-10,208","-3,627"
1001,46250,602,510503,General Fund,DCS ‐ Permit Processing,Overtime,-25,"-1,048",-76
1001,46250,101,510519,General Fund,DCS ‐ Permit Processing,Vacation Time Payout,‐,"-3,057","-2,200"
1001,46250,601,510519,General Fund,DCS ‐ Permit Processing,Vacation Time Payout,‐,-23,"-3,000"
1001,46250,602,510519,General Fund,DCS ‐ Permit Processing,Vacation Time Payout,‐,"-5,544","-3,000"
1001,46250,101,520515,General Fund,DCS ‐ Permit Processing,Health Insurance Opt Out,"-2,407","-2,407","-4,779"
1001,46250,601,520515,General Fund,DCS ‐ Permit Processing,Health Insurance Opt Out,"-7,221","-7,221","-2,214"
1001,46250,602,520515,General Fund,DCS ‐ Permit Processing,Health Insurance Opt Out,"-2,407",-579,‐
1001,46250,101,520520,General Fund,DCS ‐ Permit Processing,Life Insurance Expense,-127,-134,-280
1001,46250,601,520520,General Fund,DCS ‐ Permit Processing,Life Insurance Expense,-482,-446,-157
1001,46250,602,520520,General Fund,DCS ‐ Permit Processing,Life Insurance Expense,-139,-102,-8
1001,46250,101,520521,General Fund,DCS ‐ Permit Processing,Health Insurance Expense,"-38,654","-30,854","-68,831"
1001,46250,601,520521,General Fund,DCS ‐ Permit Processing,Health Insurance Expense,"-88,994","-90,563","-28,486"
1001,46250,602,520521,General Fund,DCS ‐ Permit Processing,Health Insurance Expense,"-33,033","-32,731","-2,707"
1001,46250,101,520522,General Fund,DCS ‐ Permit Processing,Social Security Expense,"-12,522","-11,319","-16,532"
1001,46250,601,520522,General Fund,DCS ‐ Permit Processing,Social Security Expense,"-37,624","-37,482","-14,698"
1001,46250,602,520522,General Fund,DCS ‐ Permit Processing,Social Security Expense,"-11,402","-8,152","-2,492"
1001,46250,101,520523,General Fund,DCS ‐ Permit Processing,Medicare Expense,"-2,929","-2,647","-3,866"
1001,46250,601,520523,General Fund,DCS ‐ Permit Processing,Medicare Expense,"-8,799","-8,766","-3,437"
1001,46250,602,520523,General Fund,DCS ‐ Permit Processing,Medicare Expense,"-2,667","-1,906",-583
1001,46250,101,520527,General Fund,DCS ‐ Permit Processing,IMRF Contributions,"-30,686","-28,994","-44,267"
1001,46250,601,520527,General Fund,DCS ‐ Permit Processing,IMRF Contributions,"-91,983","-96,506","-28,230"
1001,46250,602,520527,General Fund,DCS ‐ Permit Processing,IMRF Contributions,"-27,932","-21,448","-1,625"
1001,46250,101,530650,General Fund,DCS ‐ Permit Processing,Conferences Training,435,"-3,891","-6,007"
1001,46250,601,530650,General Fund,DCS ‐ Permit Processing,Conferences Training,-180,"-2,350",‐
1001,46250,602,530650,General Fund,DCS ‐ Permit Processing,Conferences Training,-503,-944,‐
1001,46250,101,530658,General Fund,DCS ‐ Permit Processing,Temporary Services,‐,"-1,470","-42,611"
1001,46250,101,530660,General Fund,DCS ‐ Permit Processing,General Contractuals,‐,"-58,384",‐
1001,46250,601,530662,General Fund,DCS ‐ Permit Processing,Boards Commission Support,-119,‐,‐
1001,46250,101,530667,General Fund,DCS ‐ Permit Processing,External Support,‐,"-2,800","-583,680"
1001,46250,602,530667,General Fund,DCS ‐ Permit Processing,External Support,"-137,399","-122,785","-1,575"
1001,46250,101,540660,General Fund,DCS ‐ Permit Processing,Emergency Services (bps),‐,‐,-14
1001,46250,601,540660,General Fund,DCS ‐ Permit Processing,Emergency Services (bps),"-8,068","-3,606",‐
1001,46250,101,550601,General Fund,DCS ‐ Permit Processing,Printing,-124,"-1,581","-1,465"
1001,46250,601,550601,General Fund,DCS ‐ Permit Processing,Printing,-502,-935,‐
1001,46250,602,550601,General Fund,DCS ‐ Permit Processing,Printing,"-1,741","-1,093",‐
1001,46250,101,550602,General Fund,DCS ‐ Permit Processing,Membership Dues,‐,"-1,663",-953
1001,46250,601,550602,General Fund,DCS ‐ Permit Processing,Membership Dues,-305,-150,‐
1001,46250,602,550602,General Fund,DCS ‐ Permit Processing,Membership Dues,"-2,669","-1,995",‐
1001,46250,101,550603,General Fund,DCS ‐ Permit Processing,Postage,"-1,718","-1,475",-949
1001,46250,601,550603,General Fund,DCS ‐ Permit Processing,Postage,‐,‐,-66
1001,46250,101,550605,General Fund,DCS ‐ Permit Processing,Travel & Mileage Reimbursement,‐,‐,‐
1001,46250,101,550606,General Fund,DCS ‐ Permit Processing,Books & Subscriptions,-699,-723,"-3,149"
1001,46250,601,550606,General Fund,DCS ‐ Permit Processing,Books & Subscriptions,‐,-245,‐
1001,46250,602,550606,General Fund,DCS ‐ Permit Processing,Books & Subscriptions,"-2,744","-3,404",‐
1001,46250,603,550652,General Fund,DCS ‐ Permit Processing,Legal Postings and Doc. Fees,-756,"-2,646",‐
1001,46250,101,550656,General Fund,DCS ‐ Permit Processing,Miscellaneous Expense,‐,-23,‐
1001,46250,101,560620,General Fund,DCS ‐ Permit Processing,Office Supplies,"-5,462","-3,866","-3,915"
1001,46250,601,560620,General Fund,DCS ‐ Permit Processing,Office Supplies,"-1,935",-240,‐
1001,46250,602,560620,General Fund,DCS ‐ Permit Processing,Office Supplies,"-7,613","-2,148",‐
1001,46250,101,560625,General Fund,DCS ‐ Permit Processing,Clothing,‐,‐,-125
1001,46250,601,560625,General Fund,DCS ‐ Permit Processing,Clothing,-83,-364,‐
1001,46250,602,560625,General Fund,DCS ‐ Permit Processing,Clothing,-355,-130,‐
1001,46250,101,560631,General Fund,DCS ‐ Permit Processing,Operational Supplies,16,‐,‐
1001,46250,601,560631,General Fund,DCS ‐ Permit Processing,Operational Supplies,‐,-107,‐
1001,46250,602,560631,General Fund,DCS ‐ Permit Processing,Operational Supplies,-854,-36,‐
1001,46250,601,560638,General Fund,DCS ‐ Permit Processing,Special Events,‐,-133,‐
1001,46250,101,560650,General Fund,DCS ‐ Permit Processing,Volunteer Recog Recruitment,‐,‐,-64
1001,46250,101,560670,General Fund,DCS ‐ Permit Processing,Equipment Rental,-200,-10,‐
1001,46250,601,560670,General Fund,DCS ‐ Permit Processing,Equipment Rental,"-1,803",-475,‐
1001,46260,101,510501,General Fund,DCS Administration,Regular Salaries,-529,"-66,934","-131,913"
1001,46260,101,510503,General Fund,DCS Administration,Overtime,‐,‐,‐
1001,46260,101,510506,General Fund,DCS Administration,"Equip Allow (Auto,Phone,Tools)",‐,-237,-253
1001,46260,101,520515,General Fund,DCS Administration,Health Insurance Opt Out,‐,‐,"-1,210"
1001,46260,101,520520,General Fund,DCS Administration,Life Insurance Expense,‐,-42,-105
1001,46260,101,520521,General Fund,DCS Administration,Health Insurance Expense,‐,"-7,242","-13,019"
1001,46260,101,520522,General Fund,DCS Administration,Social Security Expense,-32,"-3,721","-7,444"
1001,46260,101,520523,General Fund,DCS Administration,Medicare Expense,-7,-942,"-1,869"
1001,46260,101,520527,General Fund,DCS Administration,IMRF Contributions,-76,"-10,162","-16,271"
1001,46260,101,530649,General Fund,DCS Administration,Sales Tax Rebate,‐,‐,"-1,430,000"
1001,46260,101,530650,General Fund,DCS Administration,Conferences Training,‐,‐,"-4,615"
1001,46260,101,530652,General Fund,DCS Administration,Training Services,‐,‐,‐
1001,46260,101,530667,General Fund,DCS Administration,External Support,‐,‐,"-780,827"
1001,46260,101,550601,General Fund,DCS Administration,Printing,‐,‐,-144
1001,46260,101,550602,General Fund,DCS Administration,Membership Dues,‐,-263,-910
1001,46260,101,550603,General Fund,DCS Administration,Postage,‐,‐,-110
1001,46260,101,550605,General Fund,DCS Administration,Travel & Mileage Reimbursement,‐,‐,-22
1001,46260,101,560620,General Fund,DCS Administration,Office Supplies,‐,-137,-366
1001,46260,101,560625,General Fund,DCS Administration,Clothing,‐,‐,‐
1001,46260,601,560631,General Fund,DCS Administration,Operational Supplies,‐,‐,-36
1001,46260,101,560670,General Fund,DCS Administration,Equipment Rental,‐,‐,‐
1001,46260,101,581807,General Fund,DCS Administration,Loan Principal,‐,"-37,204","-151,605"
1001,46260,101,581808,General Fund,DCS Administration,Loan Interest Expense,‐,"-6,067","-21,478"
1001,46260,101,570698,General Fund,DCS Administration,Economic Development Initiativ,‐,"-813,324",‐
1001,46260,231,585652,General Fund,DCS Administration,Operating Subsidies,‐,‐,‐
1001,46260,232,585652,General Fund,DCS Administration,Operating Subsidies,‐,‐,‐
1001,41300,101,510501,General Fund,Finance,Regular Salaries,"-354,633","-315,671","-322,089"
1001,41300,170,510501,General Fund,Finance,Regular Salaries,"-112,254","-111,896","-113,928"
1001,41300,171,510501,General Fund,Finance,Regular Salaries,"-222,526","-169,064","-178,376"
1001,41300,175,510501,General Fund,Finance,Regular Salaries,"-5,541","-5,628","-5,632"
1001,41300,101,510503,General Fund,Finance,Merit Incentives,‐,‐,‐
1001,41300,101,510503,General Fund,Finance,Overtime,-251,-607,-817
1001,41300,171,510503,General Fund,Finance,Overtime,"-12,622","-12,791","-10,209"
1001,41300,175,510503,General Fund,Finance,Overtime,-26,-66,-88
1001,41300,101,510522,General Fund,Finance,Turnover savings‐ Villagewide,‐,‐,‐
1001,41300,101,510999,General Fund,Finance,Grant Admin. ‐ Salaries,"13,635","17,244","1,068"
1001,41300,101,510506,General Fund,Finance,"Equip Allow (Auto,Phone,Tools)",‐,‐,-7
1001,41300,101,510519,General Fund,Finance,Vacation Time Payout,‐,"-1,080","-4,463"
1001,41300,101,520515,General Fund,Finance,Health Insurance Opt Out,"-1,121","-2,407",-671
1001,41300,170,520515,General Fund,Finance,Health Insurance Opt Out,"-4,814","-4,786","-2,307"
1001,41300,171,520515,General Fund,Finance,Health Insurance Opt Out,"-2,407","-2,407","-2,307"
1001,41300,101,520520,General Fund,Finance,Life Insurance Expense,-204,-183,-227
1001,41300,170,520520,General Fund,Finance,Life Insurance Expense,-83,-83,-101
1001,41300,171,520520,General Fund,Finance,Life Insurance Expense,-199,-166,-202
1001,41300,175,520520,General Fund,Finance,Life Insurance Expense,-4,-4,-5
1001,41300,101,520521,General Fund,Finance,Health Insurance Expense,"-73,860","-63,746","-75,153"
1001,41300,170,520521,General Fund,Finance,Health Insurance Expense,‐,‐,"-24,270"
1001,41300,171,520521,General Fund,Finance,Health Insurance Expense,"-36,449","-20,938","-34,750"
1001,41300,175,520521,General Fund,Finance,Health Insurance Expense,"-1,645","-1,698","-1,935"
1001,41300,101,520522,General Fund,Finance,Social Security Expense,"-19,788","-17,970","-18,224"
1001,41300,170,520522,General Fund,Finance,Social Security Expense,"-6,888","-6,912","-6,881"
1001,41300,171,520522,General Fund,Finance,Social Security Expense,"-13,816","-10,666","-11,049"
1001,41300,175,520522,General Fund,Finance,Social Security Expense,-322,-328,-330
1001,41300,101,520523,General Fund,Finance,Medicare Expense,"-4,816","-4,373","-4,434"
1001,41300,170,520523,General Fund,Finance,Medicare Expense,"-1,611","-1,616","-1,609"
1001,41300,171,520523,General Fund,Finance,Medicare Expense,"-3,231","-2,495","-2,584"
1001,41300,175,520523,General Fund,Finance,Medicare Expense,-75,-77,-77
1001,41300,101,520527,General Fund,Finance,IMRF Contributions,"-52,809","-50,222","-39,527"
1001,41300,170,520527,General Fund,Finance,IMRF Contributions,"-16,905","-17,718","-16,470"
1001,41300,171,520527,General Fund,Finance,IMRF Contributions,"-34,303","-27,978","-27,050"
1001,41300,175,520527,General Fund,Finance,IMRF Contributions,-804,-864,-811
1001,41300,101,520999,General Fund,Finance,Grant Admin. ‐ Benefits,876,495,274
1001,41300,101,530650,General Fund,Finance,Conferences Training,"-1,662",-935,"-3,946"
1001,41300,170,530650,General Fund,Finance,Conferences Training,-769,‐,‐
1001,41300,171,530650,General Fund,Finance,Conferences Training,‐,-349,‐
1001,41300,101,530654,General Fund,Finance,Collection Agency Expense,"-59,030","-52,157","-53,759"
1001,41300,101,530658,General Fund,Finance,Temporary Services,"-25,583","-33,460","-17,022"
1001,41300,171,530658,General Fund,Finance,Temporary Services,‐,"-4,455",‐
1001,41300,101,530667,General Fund,Finance,External Support,"-82,116","-57,378","-79,917"
1001,41300,101,530668,General Fund,Finance,ADP Payroll Services,‐,‐,"-18,457"
1001,41300,171,530668,General Fund,Finance,ADP Payroll Services,"-110,485","-170,123","-215,679"
1001,41300,101,530670,General Fund,Finance,Audit Service Fees,‐,‐,‐
1001,41300,101,530675,General Fund,Finance,Bank Charges,"-217,156","-198,918","-150,832"
1001,41300,175,540690,General Fund,Finance,Telecomminication Charges,‐,‐,"-162,230"
